vlastnost	196
mnoho	195
poslední	195
pracovat	195
lidský	192
látka	192
ovšem	190
atom	189
tady	189
tři	189
číslo	189
asi	188
program	183
sociální	182
stále	182
situace	181
významný	181
prostředí	180
analýza	178
svaz	178
stejný	175
což	174
pokud	174
poměr	174
energie	173
hospodářský	173
technika	173
vždy	173
prvek	172
cíl	171
jev	170
soustava	170
stavba	170
technický	170
vliv	170
výstavba	169
spolupráce	168
KSČ	166
pracující	166
text	166
dílo	164
ústav	164
hodina	163
nad	163
proud	163
daný	162
jednotka	162
množství	162
vhodný	162
plnění	161
státní	161
ředitel	161
dům	160
smysl	160
úroveň	159
vést	158
kultura	157
široký	157
ty	156
brzy	155
cesta	155
pojem	153
přes	153
vidět	153
provoz	152
tam	151
metoda	150
poznání	150
příprava	149
rámec	149
dojít	147
ekonomický	147
plocha	147
přímo	147
zcela	147
zkušenost	147
používat	146
vedení	146
zdroj	146
znamenat	146
patřit	145
vědět	145
kulturní	144
dostat	143
dělnický	143
tvar	143
začít	143
úsek	143
hmota	142
byt	141
dosud	141
průběh	141
století	141
umění	141
věc	140
míra	138
návrh	138
říci	138
občan	137
odborný	137
předmět	137
teoretický	137
známý	137
řízení	137
boj	136
konec	136
třída	136
výchova	136
problematika	135
pohyb	134
pracoviště	134
rozdíl	134
soubor	134
tvořit	134
smlouva	133
kov	132
orgán	132
informace	131
předpoklad	131
podstata	130
společný	130
struktura	130
cena	129
koncepce	129
přitom	129
vědeckotechnický	129
příslušný	128
pole	127
pozdě	127
péče	127
rovněž	127
též	127
úprava	127
celkový	126
měsíc	126
oddělení	126
sjezd	126
charakter	125
jestliže	125
pozornost	125
praxe	125
růst	125
historický	124
požadavek	124
stejně	124
dosáhnout	123
důsledek	123
rys	123
služba	123
souvislost	123
čas	123
životní	123
neboť	122
stroj	122
takže	122
odpovídat	121
příklad	121
přístup	121
současně	121
vytvářet	121
vůbec	121
žena	121
složka	120
termín	120
pojetí	119
závěr	119
dělat	118
stupeň	118
teplota	118
jádro	117
komise	117
projev	117
kromě	116
nízký	116
platit	116
zvláště	116
dodávka	115
nízko	115
představovat	115
vnitřní	115
zpráva	115
dlouhý	114
hlavně	114
zpracování	114
ruka	113
součást	113
spisovný	113
zda	113
studium	112
téměř	112
výkon	112
názor	111
určený	111
zákon	111
dokonce	110
kolem	110
konkrétní	110
obsah	110
opatření	110
teplo	110
zvláštní	110
například	109
někdy	109
soudruh	109
stránka	109
osoba	108
rychlost	108
tradice	108
značný	108
úspěch	108
útvar	108
akce	107
jednak	107
osobní	107
uvést	107
vznik	107
film	106
jednání	106
totiž	106
umělecký	106
věnovat	106
většina	106
záření	106
dohoda	105
existovat	105
zásada	105
předpis	104
přijít	104
stačit	104
teprve	104
vozidlo	104
ROH	103
napětí	103
něco	103
volný	103
vznikat	103
říkat	103
měnit	102
najít	102
plný	102
plánovaný	102
rada	102
spojený	102
zabývat	102
úloha	102
automobil	101
kvalita	101
ne	101
prostor	101
stanovený	101
dnešní	100
dřevo	100
důchod	100
literatura	100
norma	100
obor	100
vycházet	100
důvod	99
mimo	99
postupně	99
vzniknout	99
výročí	99
žádný	99
SSSR	98
délka	98
jejichž	98
snad	98
tvorba	98
jehož	97
kolektiv	97
mezinárodní	97
postup	97
provádět	97
zajistit	97
jednoduchý	96
mládež	96
nic	96
nikoliv	96
kontrola	95
obecný	95
smět	95
soutěž	95
světový	95
ukázat	95
vyžadovat	95
chování	94
objekt	94
působit	94
sice	94
těleso	94
vytvořit	94
zboží	94
závazek	94
částice	94
celek	93
jinak	93
politika	93
poznatek	93
získat	93
řidič	93
avšak	92
mnohý	92
moderní	92
náklad	92
podoba	92
pražský	92
ukazovat	92
vlastně	92
vzájemný	92
jediný	91
kdo	91
nárok	91
polovina	91
povinný	91
schopnost	91
správný	91
znát	91
zároveň	91
bod	90
potřebný	90
využití	90
znak	90
SSM	89
bývat	89
jedinec	89
model	89
počátek	89
sociologie	89
většinou	89
dráha	88
hospodářství	88
lid	88
lidový	88
měření	88
nějaký	88
odborový	88
onen	88
přímý	88
realizace	88
republika	88
spotřeba	88
stávat	88
týž	88
dosažený	87
družstvo	87
etapa	87
obvod	87
podobný	87
stavební	87
vrstva	87
ÚJČ	87
letošní	86
ochrana	86
přechod	86
správa	86
střední	86
veřejný	86
pokus	85
socializmus	85
vnější	85
dost	84
jejíž	84
krátký	84
léto	84
podíl	84
tehdy	84
účel	84
dávat	83
nedostatek	83
nyní	83
pokrok	83
považovat	83
původní	83
rozsah	83
zahraniční	83
úsilí	83
daleko	82
dělník	82
kategorie	82
naopak	82
potom	82
složitý	82
síť	82
vedle	82
vzhledem	82
ČSAV	82
ČSSR	82
podnět	81
pomocí	81
předpokládat	81
role	81
rychle	81
specifický	81
spolu	81
účast	81
činitel	81
chemický	80
docházet	80
hra	80
pomoc	80
poměrně	80
projevovat	80
spíše	80
zůstávat	80
aktivita	79
hudební	79
obsahovat	79
plnit	79
povinnost	79
půda	79
revoluce	79
údaj	79
autor	78
charakteristika	78
dosavadní	78
dílčí	78
jízda	78
kraj	78
provést	78
předseda	78
rozhodující	78
statistický	78
vyrábět	78
válka	78
úvaha	78
časový	78
jistě	77
pevný	77
rostlina	77
uvádět	77
výchovný	77
československý	77
čeština	77
rozbor	76
sloužit	76
snažit	76
tvůj	76
výše	76
zase	76
konstrukce	75
marxistický	75
pokračovat	75
potřebovat	75
povaha	75
revoluční	75
rovina	75
skutečný	75
učitel	75
čtyři	75
dlouho	74
fyzika	74
hnutí	74
hovořit	74
okres	74
tranzistor	74
výběr	74
zaměstnání	74
zatím	74
zůstat	74
článek	74
armáda	73
generace	73
jistý	73
oprava	73
opět	73
plně	73
počítat	73
provedení	73
přece	73
působení	73
velikost	73
barva	72
blízký	72
běžný	72
dovoz	72
komplexní	72
krystal	72
literární	72
nýbrž	72
osobnost	72
označení	72
příští	72
schůze	72
sféra	72
tisíc	72
únor	72
filozofie	71
hrát	71
milión	71
nástroj	71
použití	71
provedený	71
představa	71
rychlý	71
sledovat	71
snaha	71
třetí	71
uživatel	71
začátek	71
závodní	71
řád	71
dětský	70
fáze	70
přirozený	70
rozvíjet	70
zjistit	70
úspěšný	70
žít	70
existence	69
hranice	69
kvantitativní	69
lexikální	69
plastický	69
podobně	69
poloha	69
popis	69
pět	69
slovenský	69
výstava	69
celkem	68
historie	68
motiv	68
motor	68
objektivní	68
odměna	68
okresní	68
připravovat	68
rodina	68
váha	68
všechen	68
zvýšení	68
objem	67
princip	67
rozumět	67
závislý	67
nikdy	66
podařit	66
pomáhat	66
příčina	66
ať	65
buď	65
dopravní	65
dostávat	65
jízdní	65
myšlení	65
použít	65
průmysl	65
příliš	65
příroda	65
speciální	65
spojení	65
styk	65
tendence	65
závislost	65
hypnóza	64
minulý	64
prvý	64
přesně	64
přírodní	64
stranický	64
takto	64
zajímavý	64
zlepšení	64
ÚV	64
ústřední	64
činit	64
fronta	63
hodnocení	63
jenom	63
jméno	63
komunistický	63
lingvistika	63
náročný	63
porada	63
rozhodnout	63
stanovit	63
zemědělský	63
znovu	63
zpravidla	63
americký	62
fyzikální	62
navíc	62
obec	62
osa	62
středisko	62
vláda	62
výzkumný	62
čistý	62
živý	62
atomový	61
chápat	61
hmotnost	61
hudba	61
objevit	61
průmyslový	61
těžký	61
území	61
účastník	61
Československo	61
Škoda	61
faktor	60
jakost	60
jednota	60
kapitalistický	60
konat	60
kámen	60
metr	60
název	60
pedagogický	60
rád	60
veškerý	60
věk	60
zabezpečení	60
znalost	60
aplikace	59
energetický	59
letos	59
malta	59
národ	59
pravý	59
právo	59
přesný	59
rozměr	59
sociologický	59
udělat	59
uplatňovat	59
vazba	59
včetně	59
vědomí	59
řešit	59
bezpečnost	58
buržoazní	58
dispozice	58
díra	58
empirický	58
hledat	58
jazykověda	58
kniha	58
maximální	58
parametr	58
pohled	58
příležitost	58
spektrum	58
trvat	58
ulice	58
během	57
koruna	57
krajský	57
minulost	57
prodejna	57
silný	57
skutečně	57
sluneční	57
umožňovat	57
výraz	57
zvýšený	57
fakt	56
harmonický	56
informační	56
list	56
motivace	56
podstatně	56
proč	56
přesto	56
připravit	56
reakce	56
samostatný	56
samozřejmě	56
směrnice	56
vyjadřovat	56
věta	56
založený	56
zaměstnanec	56
začínat	56
zdraví	56
základna	56
západní	56
září	56
časopis	56
aktivní	55
alespoň	55
cement	55
dokázat	55
domácí	55
hlava	55
kus	55
mluvit	55
omezený	55
podklad	55
psát	55
slitina	55
událost	55
vyjádřit	55
využívat	55
vzdálenost	55
zdát	55
získaný	55
aspekt	54
náměstek	54
někdo	54
obecně	54
ohled	54
oko	54
případně	54
snadno	54
splnění	54
správně	54
týden	54
uzavřený	54
vyplývat	54
zasedání	54
zbytný	54
Fučík	53
dovolená	53
konference	53
kritika	53
krásný	53
květen	53
myslit	53
okolí	53
patrný	53
prakticky	53
pravda	53
probíhat	53
projevit	53
průměr	53
pták	53
schopný	53
splnit	53
styl	53
tradiční	53
umělec	53
vzít	53
výklad	53
Karel	52
chvíle	52
devizový	52
dovést	52
ideologický	52
kladný	52
kritérium	52
krystalový	52
molekula	52
myšlenka	52
nazývat	52
poznat	52
průměrný	52
stálý	52
televize	52
tábor	52
uskutečnit	52
vůz	52
zatímco	52
zbytek	52
úzký	52
žák	52
bohatý	51
divadlo	51
doprava	51
dějiny	51
hluboký	51
jakýsi	51
jevit	51
kmitočet	51
kolik	51
kůže	51
mimořádný	51
nakonec	51
obyvatelstvo	51
podstatný	51
polovodič	51
poskytovat	51
pouhý	51
procento	51
pás	51
silnice	51
spočívat	51
vodní	51
vývojový	51
záležitost	51
zúčastnit	51
brigáda	50
bytový	50
deska	50
folklór	50
kritický	50
obvykle	50
postava	50
pruh	50
přehled	50
připravený	50
příznivý	50
usnesení	50
veliký	50
vápno	50
věž	50
značně	50
zásobování	50
řeč	50
školní	50
Erben	49
dodavatel	49
kapacita	49
komunikace	49
lišit	49
lékař	49
mléko	49
místní	49
městský	49
náboj	49
objevovat	49
odpor	49
povrch	49
přispět	49
rodič	49
rovnice	49
ročník	49
seznámit	49
signál	49
technologický	49
umělý	49
zkoumání	49
zákonitost	49
čekat	49
ZV	48
charakteristický	48
disciplína	48
dostatečný	48
duben	48
iniciativa	48
obchod	48
operace	48
podílet	48
přicházet	48
příslušník	48
silniční	48
socializace	48
soulad	48
světlo	48
umožnit	48
určit	48
vystupovat	48
závažný	48
chyba	47
hned	47
konečně	47
konflikt	47
muž	47
nechat	47
nově	47
odpověď	47
okolnost	47
stavět	47
trvalý	47
téma	47
uplatnění	47
ustále	47
vzorek	47
zkoumat	47
úhel	47
řídit	47
aktuální	46
data	46
hodně	46
investiční	46
kolo	46
magnetický	46
následující	46
odstranit	46
podnikový	46
pomoci	46
postavení	46
prostřednictví	46
souhlas	46
sport	46
stěna	46
týkat	46
užívat	46
výměna	46
zajištění	46
zvýšit	46
úraz	46
řečený	46
divák	45
drobný	45
efektivnost	45
fond	45
jemný	45
lehký	45
moc	45
odběr	45
odběratel	45
předchozí	45
přičemž	45
tepelný	45
tolik	45
uložený	45
určení	45
ustanovení	45
zelenina	45
zemědělství	45
zodpovídat	45
zápis	45
čtvrtletí	45
budoucnost	44
dostatečně	44
jednou	44
klást	44
komunista	44
krev	44
materiální	44
mnohem	44
místnost	44
odlišný	44
podmíněný	44
souviset	44
trochu	44
vojenský	44
volba	44
vrátit	44
vzduch	44
zjištěný	44
značka	44
záměr	44
účinný	44
bílý	43
cihla	43
horní	43
mír	43
měřítko	43
nebezpečí	43
nositel	43
obyvatel	43
opravdu	43
orientace	43
plyn	43
postavit	43
prostý	43
přední	43
představitel	43
přejít	43
převážně	43
přítel	43
realizovat	43
slovník	43
typický	43
vyjít	43
zaměřený	43
ČSR	43
čin	43
říjen	43
žádoucí	43
JZD	42
charakterizovat	42
individuální	42
kapitalizmus	42
marxizmus	42
minimální	42
normální	42
odpovídající	42
odpovědnost	42
ovlivňovat	42
praktický	42
pravidelný	42
pravidelně	42
produkce	42
pětiletka	42
radioaktivní	42
slovanský	42
splněný	42
srovnání	42
teď	42
třídní	42
umístěný	42
vyskytovat	42
vysvětlit	42
výpočet	42
zajímat	42
Brno	41
chybět	41
hmotný	41
jaderný	41
jednotný	41
kostel	41
krok	41
mzda	41
obraz	41
odpovědný	41
pohybovat	41
potravinářský	41
pravděpodobnost	41
provozní	41
přístroj	41
statistika	41
uplatnit	41
učit	41
vesnice	41
vodárna	41
vždycky	41
záznam	41
zřejmý	41
demokratický	40
deset	40
děvče	40
jasný	40
jednotlivec	40
klasický	40
klášter	40
nikdo	40
nutnost	40
odhad	40
okraj	40
otevřený	40
platný	40
pračka	40
přeměna	40
radost	40
ráz	40
slovní	40
sportovní	40
sto	40
sval	40
tvůrčí	40
tělo	40
užitečný	40
večer	40
vědomý	40
zajišťovat	40
změnit	40
záruční	40
účinek	40
členský	40
škoda	40
ZO	39
dokončený	39
dávka	39
dřevěný	39
filozofický	39
funkcionář	39
hora	39
humanizmus	39
jednat	39
matematický	39
odbor	39
oddíl	39
označovat	39
podrobně	39
přibližně	39
přijmout	39
přinášet	39
rozsáhlý	39
roztok	39
složený	39
soudobý	39
tlak	39
vážný	39
vždyť	39
zdůraznit	39
zhruba	39
zřejmě	39
čtenář	39
Králové	38
Slovensko	38
blízko	38
budování	38
běžně	38
dokument	38
instituce	38
koncentrace	38
konečný	38
kruh	38
logický	38
matice	38
měkký	38
obvyklý	38
používaný	38
rozhodovat	38
samotný	38
směna	38
užívání	38
vlna	38
vyhláška	38
využít	38
výhoda	38
výhodný	38
výjimka	38
zásadní	38
zástupce	38
úplný	38
částka	38
cítit	37
denní	37
elementární	37
jakýkoli	37
jistota	37
kroužek	37
levý	37
ležet	37
náhrada	37
obchodní	37
ocel	37
okamžik	37
očekávat	37
pochopitelně	37
procházet	37
produktivita	37
přinést	37
přátelství	37
rozpad	37
rozpor	37
trh	37
vlak	37
vzájemně	37
výrazný	37
všude	37
zahájený	37
zlatý	37
zvlášť	37
účinnost	37
čtyřpól	37
aspoň	36
automatický	36
brát	36
dokonalý	36
domovní	36
generální	36
hrad	36
kontext	36
logika	36
ministerstvo	36
možná	36
perioda	36
povstání	36
pozadí	36
prostě	36
právní	36
rovný	36
tenhle	36
titul	36
určovat	36
vada	36
vypracovaný	36
vytvořený	36
vzhled	36
věnovaný	36
zahrada	36
zahrnovat	36
údržba	36
úplně	36
řídící	36
Erbenův	35
bezprostřední	35
budoucí	35
doma	35
domácnost	35
evropský	35
funkční	35
interpretace	35
krmivo	35
křivka	35
linie	35
mnohdy	35
moment	35
most	35
obklad	35
odborník	35
peníze	35
povrchový	35
prosinec	35
přednost	35
rozhodování	35
spline	35
tvrdý	35
tělesný	35
volební	35
vybraný	35
vyvolávat	35
vítr	35
výrazně	35
zařadit	35
zpracovaný	35
zvyšovat	35
úspora	35
Evropa	34
Kčs	34
Země	34
beseda	34
chov	34
cizí	34
desítka	34
domnívat	34
dospělý	34
dílna	34
festival	34
gravitační	34
kamenný	34
kontakt	34
krajina	34
kůň	34
motorový	34
německý	34
odvětví	34
okruh	34
pochopení	34
podpora	34
pojištění	34
pokyn	34
povolání	34
pól	34
přijatý	34
rozhlas	34
setkávat	34
skončení	34
složení	34
směs	34
snížení	34
syntetický	34
usilovat	34
vedený	34
vozovka	34
vyspělý	34
zdůrazňovat	34
častý	34
špatný	34
Václav	33
aniž	33
barevný	33
bezprostředně	33
cyklus	33
formální	33
hrubý	33
ideologie	33
jižní	33
kilometr	33
krize	33
kvalitní	33
listopad	33
nejprve	33
plech	33
podat	33
podívat	33
poprvé	33
pořádek	33
písek	33
připomenout	33
přát	33
přítomný	33
režim	33
režisér	33
rozšíření	33
roční	33
slyšet	33
statek	33
střed	33
subjekt	33
tentýž	33
týkající	33
těžko	33
udržovat	33
uvažovat	33
vymezení	33
vysoko	33
vytvoření	33
vzrůst	33
založení	33
zdivo	33
zeď	33
způsobit	33
ztráta	33
záležet	33
TIBA	32
bezpečný	32
budova	32
dlouhodobý	32
doporučovat	32
duch	32
experimentální	32
hladina	32
hlas	32
hrana	32
investice	32
knížka	32
mluvený	32
nabývat	32
nacházet	32
následek	32
obdobný	32
planeta	32
popřípadě	32
poslanec	32
potrubí	32
pozorovat	32
projekt	32
přejímka	32
převod	32
přítomnost	32
půl	32
realita	32
rekonstrukce	32
sem	32
skončit	32
snadný	32
soustředit	32
spjatý	32
společně	32
sídlo	32
technologie	32
uzavřít	32
vlast	32
vybavený	32
vytváření	32
využívání	32
výdělek	32
výrobce	32
vědní	32
vůči	32
zvíře	32
zápas	32
ústavní	32
šest	32
centrum	31
chléb	31
chodit	31
dialektický	31
dynamika	31
dělit	31
hvězda	31
ideální	31
jakýkoliv	31
kurs	31
kvantový	31
květ	31
lingvistický	31
loňský	31
majetek	31
nalézt	31
nést	31
obrovský	31
ochranný	31
odraz	31
organizační	31
orientovaný	31
pohádka	31
postoj	31
pozoruhodný	31
pravidlo	31
prospěch	31
pár	31
píseň	31
představit	31
příspěvek	31
rozhodnutí	31
rozlišovat	31
schválený	31
současnost	31
spojovat	31
společenství	31
srdce	31
stanice	31
starobní	31
svědčit	31
teplý	31
veličina	31
vlastnictví	31
vracet	31
vydat	31
vzdělání	31
zlepšit	31
Čechy	31
ředitelství	31
NDR	30
brambora	30
civilizace	30
denně	30
dvacet	30
efektivní	30
folklórní	30
herec	30
hodnotit	30
informovat	30
jet	30
lázeňský	30
nahradit	30
nastoupit	30
nemoc	30
noc	30
objev	30
obuv	30
odbory	30
optimální	30
palivo	30
položit	30
postupný	30
potíž	30
použitý	30
pozdější	30
pozice	30
počítač	30
prkno	30
produkt	30
přesnost	30
příloha	30
relativní	30
skoro	30
stanovisko	30
tuna	30
umět	30
upravený	30
uspořádání	30
vojsko	30
vypracovat	30
vysvětlovat	30
vzdálený	30
věcný	30
všestranný	30
zachovat	30
zajištěný	30
zima	30
záporný	30
četný	30
částečně	30
školení	30
cenný	29
chovat	29
diskuse	29
dodávat	29
díl	29
ekonomika	29
experiment	29
host	29
hustota	29
kapitola	29
kolektivní	29
konaný	29
kost	29
leden	29
lidstvo	29
lokomotiva	29
metodologický	29
náročnost	29
odevzdat	29
odmítat	29
oslava	29
pozorování	29
pásmo	29
předem	29
předložit	29
překážka	29
setkat	29
seznam	29
shodný	29
sjednaný	29
specializovaný	29
strojírenství	29
suchý	29
surovina	29
teplárna	29
trať	29
trvale	29
těsný	29
uplynulý	29
uvnitř	29
uznání	29
viz	29
vědec	29
zahájení	29
zaměřit	29
zelený	29
zimní	29
ztrácet	29
zásoba	29
útok	29
účelný	29
červen	29
řeknout	29
šířka	29
železný	29
Hradec	28
ONV	28
ačkoliv	28
bádání	28
bílkovina	28
dodnes	28
důsledný	28
hotový	28
jedině	28
jezdit	28
jmenovat	28
krytí	28
kvalifikace	28
les	28
litr	28
maso	28
masový	28
matka	28
metodologie	28
mluvnice	28
nepřítel	28
náležet	28
nářadí	28
ocelový	28
okno	28
organizmus	28
osvobození	28
osvojování	28
platnost	28
pochopit	28
pokládat	28
postupovat	28
péro	28
pěkný	28
překonat	28
přijet	28
původně	28
realizovaný	28
rostoucí	28
ruský	28
sbor	28
setkání	28
skladba	28
slabý	28
srpen	28
studie	28
trvání	28
upozornit	28
uvědomit	28
vietnamský	28
vstupní	28
vyjádření	28
vyvíjet	28
vyznačovat	28
vzdělávání	28
vápenný	28
vítězství	28
východní	28
všeobecný	28
zaměření	28
zastavit	28
zjištění	28
zvaný	28
záviset	28
čerpadlo	28
čtvrť	28
čára	28
řeka	28
charakterizovaný	27
cyklista	27
dbát	27
dokazovat	27
dopis	27
dávno	27
dávný	27
důsledně	27
estetický	27
existující	27
gramatický	27
houba	27
intenzita	27
interval	27
izotop	27
klid	27
komplex	27
kvalitativní	27
mistr	27
mzdový	27
měsíčně	27
měřit	27
nadále	27
naděje	27
naproti	27
nastat	27
nález	27
obsažený	27
opírat	27
osvětlení	27
podrobný	27
podzim	27
pokrokový	27
poněkud	27
postavený	27
potravina	27
pořadí	27
prováděný	27
prádlo	27
psychologie	27
pátý	27
relativně	27
rozdělit	27
scéna	27
sen	27
slunce	27
sobota	27
tabulka	27
tloušťka	27
ukládat	27
uzavření	27
učení	27
užitný	27
veřejnost	27
voják	27
vybavení	27
vyplývající	27
vyrovnat	27
výpočetní	27
výživa	27
věřit	27
zabezpečit	27
zařazení	27
zmíněný	27
zvyšování	27
zákazník	27
úder	27
čestný	27
řádně	27
šat	27
Fučíkův	26
Julius	26
bytost	26
celostátní	26
de	26
delegace	26
doplněk	26
dosažení	26
dvojice	26
elektřina	26
hodit	26
hospodaření	26
integrace	26
izolace	26
klíč	26
laboratoř	26
masa	26
minuta	26
mřížka	26
nosič	26
noviny	26
návštěva	26
pleť	26
pololetí	26
počínat	26
psaný	26
přírůstek	26
racionální	26
reálný	26
schéma	26
seminář	26
severní	26
silně	26
sklizeň	26
snížit	26
sortiment	26
soudružka	26
spektrální	26
strojový	26
tvrdit	26
uskutečněný	26
uspořádaný	26
velice	26
vlákno	26
vodovod	26
vstup	26
vykazovat	26
vypadat	26
vysoce	26
vysvětlení	26
vyznačený	26
vázaný	26
vážit	26
výuka	26
zvláštnost	26
získávat	26
ÚR	26
červený	26
čili	26
řešený	26
NF	25
Paříž	25
aktin	25
biologický	25
blízkost	25
celospolečenský	25
chovatel	25
chrám	25
chuť	25
dosah	25
dosahovat	25
duševní	25
dveře	25
důchodce	25
fakulta	25
hrdina	25
ihned	25
intenzívní	25
invalidní	25
iont	25
jazykovědný	25
kanál	25
konstanta	25
láska	25
lékařský	25
navazovat	25
navštívit	25
nástup	25
návštěvník	25
obdobně	25
obrázek	25
obtížný	25
občanský	25
odchylka	25
odvozený	25
ostatně	25
pionýr	25
plášť	25
podávat	25
pokusit	25
poněvadž	25
popředí	25
posluchač	25
pozitivní	25
požadovaný	25
praní	25
prodej	25
profesionální	25
přijímat	25
přínos	25
raný	25
rozdílný	25
rozhodně	25
rozšiřovat	25
rozšířit	25
ročně	25
ruční	25
soustředěný	25
subjektivní	25
svazek	25
symbol	25
syntéza	25
tajemník	25
takovýto	25
tisk	25
vydaný	25
vynikající	25
vyřešit	25
vzor	25
vztahovat	25
východisko	25
výhradně	25
výška	25
zachovaný	25
zahájit	25
zdravotnictví	25
zemský	25
zvolit	25
závada	25
zřetel	25
řádný	25
Horálek	24
Klatovy	24
aktivně	24
areál	24
definice	24
doklad	24
drahý	24
formování	24
fázový	24
interakce	24
jezdecký	24
kam	24
karosérie	24
kdysi	24
klíčový	24
koeficient	24
králík	24
mateřský	24
módní	24
nedávno	24
neděle	24
nulový	24
nutně	24
ostrý	24
označit	24
pes	24
pevnost	24
pionýrský	24
pocit	24
počest	24
pramen	24
proton	24
přispívat	24
původ	24
racionalizační	24
rozšířený	24
různě	24
sklad	24
slavnostní	24
sledovaný	24
stůl	24
série	24
sídliště	24
tempo	24
topidlo	24
tábořiště	24
určující	24
vyrobený	24
válec	24
vítězný	24
výchozí	24
výskyt	24
včera	24
zapotřebí	24
zbytečný	24
zdravý	24
způsobený	24
zásadně	24
čelo	24
čerstvý	24
čtvrtletně	24
říše	24
šedesátý	24
žádat	24
Jan	23
Lenin	23
Vltava	23
absolutní	23
autobus	23
bojovat	23
budovat	23
chlapec	23
dodavatelský	23
dolní	23
domov	23
dospět	23
dostatek	23
družice	23
držet	23
filmový	23
filosofický	23
filtr	23
heslo	23
hloubka	23
ideově	23
impuls	23
klub	23
kombinace	23
mechanizmus	23
mírový	23
odtud	23
omítka	23
opačný	23
osídlení	23
perspektiva	23
pobyt	23
potvrdit	23
používání	23
počáteční	23
pravděpodobně	23
publikace	23
písemný	23
přednáška	23
příčný	23
sdělovací	23
sedět	23
souhrn	23
soustavný	23
splňovat	23
spotřebič	23
spánek	23
strukturní	23
světelný	23
tkanina	23
transformace	23
tuhý	23
tání	23
udržet	23
ukazatel	23
upozorňovat	23
uprostřed	23
uspořádat	23
varianta	23
vedlejší	23
volit	23
vstupovat	23
vybrat	23
vybudovaný	23
vykonávat	23
vyslovit	23
vzorec	23
výkonný	23
významně	23
včas	23
zabránit	23
zadní	23
zapomínat	23
zdánlivě	23
zesilovač	23
zážitek	23
řízený	23
Boleslav	22
Bratislava	22
Knappová	22
Moskva	22
Němec	22
Ostrava	22
Plzeň	22
akademie	22
anglický	22
aproximační	22
architektura	22
bezpečnostní	22
báze	22
březen	22
dodržování	22
dvacátý	22
dít	22
frekvence	22
hezký	22
hluboce	22
hromadný	22
impedance	22
komunikativní	22
kontrolní	22
kontrolovat	22
kořen	22
krása	22
letní	22
lhůta	22
limit	22
lingvista	22
ministr	22
mohutný	22
morální	22
navzájem	22
někde	22
opakovat	22
organizovaný	22
organizovat	22
osm	22
otevřít	22
palác	22
plynout	22
poctivý	22
pohyblivý	22
pomocný	22
poskytnout	22
poslání	22
posuv	22
pořad	22
projednat	22
projít	22
provádění	22
prověrka	22
právem	22
prý	22
psychologický	22
pára	22
pěstovat	22
přenosový	22
přesvědčit	22
připomínka	22
přistupovat	22
restaurace	22
rybník	22
skládat	22
směřovat	22
snižovat	22
společensky	22
starost	22
strom	22
stručný	22
student	22
sůl	22
trestný	22
tuk	22
těsně	22
těšit	22
třicet	22
uložit	22
univerzální	22
uvědomovat	22
učeň	22
učinit	22
vařič	22
vodivost	22
volně	22
vyjádřený	22
vyrobit	22
vyráběný	22
vyrůstat	22
vyvolaný	22
vzácný	22
výplata	22
zabezpečovat	22
zapojený	22
zapomenout	22
zaujímat	22
zavedený	22
zařazený	22
zdaleka	22
zdravotní	22
zkouška	22
znít	22
